ekip_adi,islem_tipi,tarih,saat,talimat_adet
Ankara Ekip,EFT,2024-01-22,10,6
Merkez Ekip,EFT,2024-01-22,11,10
İstanbul Ekip,EFT,2024-01-22,11,11
Ankara Ekip,EFT,2024-01-22,11,6
Merkez Ekip,EFT,2024-01-22,12,9
İstanbul Ekip,EFT,2024-01-22,12,8
Ankara Ekip,EFT,2024-01-22,12,4
Merkez Ekip,EFT,2024-01-22,13,2
Ankara Ekip,EFT,2024-01-22,13,3
Merkez Ekip,EFT,2024-01-22,14,8
İstanbul Ekip,EFT,2024-01-22,14,6
Merkez Ekip,EFT,2024-01-22,15,33
İstanbul Ekip,EFT,2024-01-22,15,34
Ankara Ekip,EFT,2024-01-22,15,14
Merkez Ekip,EFT,2024-01-22,16,11
İstanbul Ekip,EFT,2024-01-22,16,5
Ankara Ekip,EFT,2024-01-22,16,3
Merkez Ekip,EFT,2024-01-22,17,2
İstanbul Ekip,EFT,2024-01-22,17,1
Merkez Ekip,EFT,2024-01-22,18,7
İstanbul Ekip,EFT,2024-01-22,18,3
Ankara Ekip,EFT,2024-01-22,18,2
Merkez Ekip,EFT,2024-01-22,19,1
Ankara Ekip,EFT,2024-01-22,22,2
Merkez Ekip,EFT,2024-01-23,3,4
İstanbul Ekip,EFT,2024-01-23,3,2
Ankara Ekip,EFT,2024-01-23,3,1
Merkez Ekip,EFT,2024-01-23,7,9
İstanbul Ekip,EFT,2024-01-23,7,7
Ankara Ekip,EFT,2024-01-23,7,3
Merkez Ekip,EFT,2024-01-23,9,8
İstanbul Ekip,EFT,2024-01-23,9,9
Ankara Ekip,EFT,2024-01-23,9,2
Merkez Ekip,EFT,2024-01-23,10,11
İstanbul Ekip,EFT,2024-01-23,10,5
Ankara Ekip,EFT,2024-01-23,10,5
Merkez Ekip,EFT,2024-01-23,11,6
İstanbul Ekip,EFT,2024-01-23,11,9
Ankara Ekip,EFT,2024-01-23,11,8
Merkez Ekip,EFT,2024-01-23,12,3
İstanbul Ekip,EFT,2024-01-23,12,5
Ankara Ekip,EFT,2024-01-23,12,4
Merkez Ekip,EFT,2024-01-23,13,8
İstanbul Ekip,EFT,2024-01-23,13,2
Ankara Ekip,EFT,2024-01-23,13,6
Merkez Ekip,EFT,2024-01-23,14,9
İstanbul Ekip,EFT,2024-01-23,14,7
Ankara Ekip,EFT,2024-01-23,14,4
Merkez Ekip,EFT,2024-01-23,15,1
Merkez Ekip,EFT,2024-01-23,16,2
İstanbul Ekip,EFT,2024-01-23,16,2
Ankara Ekip,EFT,2024-01-23,16,1
Merkez Ekip,EFT,2024-01-23,17,12
İstanbul Ekip,EFT,2024-01-23,17,3
Ankara Ekip,EFT,2024-01-23,17,2
Merkez Ekip,EFT,2024-01-23,18,1
İstanbul Ekip,EFT,2024-01-23,18,3
Ankara Ekip,EFT,2024-01-23,18,1
Ankara Ekip,EFT,2024-01-23,19,1
Ankara Ekip,EFT,2024-01-24,1,1
Merkez Ekip,EFT,2024-01-24,6,1
İstanbul Ekip,EFT,2024-01-24,7,1
Ankara Ekip,EFT,2024-01-24,7,3
Merkez Ekip,EFT,2024-01-24,8,6
İstanbul Ekip,EFT,2024-01-24,8,4
Ankara Ekip,EFT,2024-01-24,8,2
Merkez Ekip,EFT,2024-01-24,9,7
İstanbul Ekip,EFT,2024-01-24,9,6
Ankara Ekip,EFT,2024-01-24,9,6
Merkez Ekip,EFT,2024-01-24,10,10
İstanbul Ekip,EFT,2024-01-24,10,12
Ankara Ekip,EFT,2024-01-24,10,4
Merkez Ekip,EFT,2024-01-24,11,14
İstanbul Ekip,EFT,2024-01-24,11,7
Ankara Ekip,EFT,2024-01-24,11,2
Merkez Ekip,EFT,2024-01-24,12,1
İstanbul Ekip,EFT,2024-01-24,12,1
Merkez Ekip,EFT,2024-01-24,13,7
İstanbul Ekip,EFT,2024-01-24,13,9
Ankara Ekip,EFT,2024-01-24,13,11
İstanbul Ekip,EFT,2024-01-24,14,1
Ankara Ekip,EFT,2024-01-24,14,1
Merkez Ekip,EFT,2024-01-24,15,2
İstanbul Ekip,EFT,2024-01-24,15,3
Ankara Ekip,EFT,2024-01-24,15,1
İstanbul Ekip,EFT,2024-01-24,16,1
Merkez Ekip,EFT,2024-01-24,17,10
İstanbul Ekip,EFT,2024-01-24,17,8
Ankara Ekip,EFT,2024-01-24,17,4
Merkez Ekip,EFT,2024-01-24,18,2
İstanbul Ekip,EFT,2024-01-24,18,1
İstanbul Ekip,EFT,2024-01-24,19,2
Ankara Ekip,EFT,2024-01-24,19,1
Merkez Ekip,EFT,2024-01-25,2,1
Merkez Ekip,EFT,2024-01-25,4,2
Ankara Ekip,EFT,2024-01-25,6,1
Merkez Ekip,EFT,2024-01-25,7,1
İstanbul Ekip,EFT,2024-01-25,7,1
Merkez Ekip,EFT,2024-01-25,8,7
İstanbul Ekip,EFT,2024-01-25,8,7
Ankara Ekip,EFT,2024-01-25,8,3
Merkez Ekip,EFT,2024-01-25,9,12
İstanbul Ekip,EFT,2024-01-25,9,8
Ankara Ekip,EFT,2024-01-25,9,1
Merkez Ekip,EFT,2024-01-25,10,13
İstanbul Ekip,EFT,2024-01-25,10,11
Ankara Ekip,EFT,2024-01-25,10,5
Merkez Ekip,EFT,2024-01-25,11,2
İstanbul Ekip,EFT,2024-01-25,11,1
Ankara Ekip,EFT,2024-01-25,11,2
Merkez Ekip,EFT,2024-01-25,12,8
İstanbul Ekip,EFT,2024-01-25,12,5
Ankara Ekip,EFT,2024-01-25,12,1
Merkez Ekip,EFT,2024-01-25,13,7
İstanbul Ekip,EFT,2024-01-25,13,7
Ankara Ekip,EFT,2024-01-25,13,5
Merkez Ekip,EFT,2024-01-25,14,11
İstanbul Ekip,EFT,2024-01-25,14,8
Ankara Ekip,EFT,2024-01-25,14,8
Merkez Ekip,EFT,2024-01-25,15,5
İstanbul Ekip,EFT,2024-01-25,15,3
Merkez Ekip,EFT,2024-01-25,16,16
İstanbul Ekip,EFT,2024-01-25,16,11
Ankara Ekip,EFT,2024-01-25,16,6
Merkez Ekip,EFT,2024-01-25,17,4
İstanbul Ekip,EFT,2024-01-25,17,2
Ankara Ekip,EFT,2024-01-25,17,4
Merkez Ekip,EFT,2024-01-25,18,10
İstanbul Ekip,EFT,2024-01-25,18,4
Ankara Ekip,EFT,2024-01-25,18,1
Merkez Ekip,EFT,2024-01-25,19,1
İstanbul Ekip,EFT,2024-01-25,19,2
Ankara Ekip,EFT,2024-01-25,19,1
Merkez Ekip,EFT,2024-01-25,22,1
İstanbul Ekip,EFT,2024-01-25,22,1
Ankara Ekip,EFT,2024-01-25,22,1
Merkez Ekip,EFT,2024-01-25,23,1
Ankara Ekip,EFT,2024-01-25,23,1
İstanbul Ekip,EFT,2024-01-26,4,2
Merkez Ekip,EFT,2024-01-26,6,1
İstanbul Ekip,EFT,2024-01-26,7,2
Merkez Ekip,EFT,2024-01-26,8,2
İstanbul Ekip,EFT,2024-01-26,8,2
Merkez Ekip,EFT,2024-01-26,9,7
İstanbul Ekip,EFT,2024-01-26,9,7
Ankara Ekip,EFT,2024-01-26,9,4
Merkez Ekip,EFT,2024-01-26,10,9
İstanbul Ekip,EFT,2024-01-26,10,8
Ankara Ekip,EFT,2024-01-26,10,1
Merkez Ekip,EFT,2024-01-26,11,13
İstanbul Ekip,EFT,2024-01-26,11,12
Ankara Ekip,EFT,2024-01-26,11,4
Merkez Ekip,EFT,2024-01-26,12,6
İstanbul Ekip,EFT,2024-01-26,12,5
Ankara Ekip,EFT,2024-01-26,12,2
Merkez Ekip,EFT,2024-01-26,13,2
İstanbul Ekip,EFT,2024-01-26,13,2
Merkez Ekip,EFT,2024-01-26,14,4
İstanbul Ekip,EFT,2024-01-26,14,1
Ankara Ekip,EFT,2024-01-26,14,1
Merkez Ekip,EFT,2024-01-26,15,14
İstanbul Ekip,EFT,2024-01-26,15,12
Ankara Ekip,EFT,2024-01-26,15,4
Merkez Ekip,EFT,2024-01-26,16,6
İstanbul Ekip,EFT,2024-01-26,16,5
Ankara Ekip,EFT,2024-01-26,16,3
Merkez Ekip,EFT,2024-01-26,17,4
Ankara Ekip,EFT,2024-01-26,17,1
Merkez Ekip,EFT,2024-01-26,18,6
İstanbul Ekip,EFT,2024-01-26,18,5
Ankara Ekip,EFT,2024-01-26,18,2
İstanbul Ekip,EFT,2024-01-26,19,1
Merkez Ekip,EFT,2024-01-29,7,9
İstanbul Ekip,EFT,2024-01-29,7,9
Ankara Ekip,EFT,2024-01-29,7,9
İstanbul Ekip,EFT,2024-01-29,8,5
Ankara Ekip,EFT,2024-01-29,8,2
Merkez Ekip,EFT,2024-01-29,9,20
İstanbul Ekip,EFT,2024-01-29,9,10
Ankara Ekip,EFT,2024-01-29,9,3
Merkez Ekip,EFT,2024-01-29,10,5
İstanbul Ekip,EFT,2024-01-29,10,7
Ankara Ekip,EFT,2024-01-29,10,2
Merkez Ekip,EFT,2024-01-29,11,16
İstanbul Ekip,EFT,2024-01-29,11,13
Ankara Ekip,EFT,2024-01-29,11,4
Merkez Ekip,EFT,2024-01-29,12,10
İstanbul Ekip,EFT,2024-01-29,12,6
Ankara Ekip,EFT,2024-01-29,12,5
Merkez Ekip,EFT,2024-01-29,13,5
İstanbul Ekip,EFT,2024-01-29,13,7
Ankara Ekip,EFT,2024-01-29,13,1
Merkez Ekip,EFT,2024-01-29,14,4
İstanbul Ekip,EFT,2024-01-29,14,7
Ankara Ekip,EFT,2024-01-29,14,5
Merkez Ekip,EFT,2024-01-29,15,4
İstanbul Ekip,EFT,2024-01-29,15,2
Merkez Ekip,EFT,2024-01-29,16,2
İstanbul Ekip,EFT,2024-01-29,16,2
Ankara Ekip,EFT,2024-01-29,16,1
Merkez Ekip,EFT,2024-01-29,17,9
İstanbul Ekip,EFT,2024-01-29,17,4
Ankara Ekip,EFT,2024-01-29,17,2
Merkez Ekip,EFT,2024-01-29,18,1
Merkez Ekip,EFT,2024-01-29,19,2
İstanbul Ekip,EFT,2024-01-29,19,5
Ankara Ekip,EFT,2024-01-29,19,1
Merkez Ekip,EFT,2024-01-29,23,1
Ankara Ekip,EFT,2024-01-29,23,1
İstanbul Ekip,EFT,2024-01-30,5,2
Merkez Ekip,EFT,2024-01-30,7,12
İstanbul Ekip,EFT,2024-01-30,7,14
Ankara Ekip,EFT,2024-01-30,7,5
Merkez Ekip,EFT,2024-01-30,8,32
İstanbul Ekip,EFT,2024-01-30,8,20
Ankara Ekip,EFT,2024-01-30,8,13
Merkez Ekip,EFT,2024-01-30,9,21
İstanbul Ekip,EFT,2024-01-30,9,16
Ankara Ekip,EFT,2024-01-30,9,16
Merkez Ekip,EFT,2024-01-30,10,13
İstanbul Ekip,EFT,2024-01-30,10,9
Ankara Ekip,EFT,2024-01-30,10,4
Merkez Ekip,EFT,2024-01-30,11,10
İstanbul Ekip,EFT,2024-01-30,11,11
Ankara Ekip,EFT,2024-01-30,11,4
Merkez Ekip,EFT,2024-01-30,12,3
İstanbul Ekip,EFT,2024-01-30,12,4
Ankara Ekip,EFT,2024-01-30,12,1
Merkez Ekip,EFT,2024-01-30,13,4
İstanbul Ekip,EFT,2024-01-30,13,1
Ankara Ekip,EFT,2024-01-30,13,3
Merkez Ekip,EFT,2024-01-30,14,3
İstanbul Ekip,EFT,2024-01-30,14,5
Ankara Ekip,EFT,2024-01-30,14,5
Merkez Ekip,EFT,2024-01-30,15,8
İstanbul Ekip,EFT,2024-01-30,15,4
Ankara Ekip,EFT,2024-01-30,15,2
İstanbul Ekip,EFT,2024-01-30,16,1
Ankara Ekip,EFT,2024-01-30,16,2
Merkez Ekip,EFT,2024-01-30,17,13
İstanbul Ekip,EFT,2024-01-30,17,6
Ankara Ekip,EFT,2024-01-30,17,7
Merkez Ekip,EFT,2024-01-30,18,1
İstanbul Ekip,EFT,2024-01-30,18,2
İstanbul Ekip,EFT,2024-01-30,19,4
Merkez Ekip,EFT,2024-01-30,23,1
Ankara Ekip,EFT,2024-01-30,23,1
Merkez Ekip,EFT,2024-01-31,3,13
İstanbul Ekip,EFT,2024-01-31,3,6
Ankara Ekip,EFT,2024-01-31,3,6
Merkez Ekip,EFT,2024-01-31,6,1
İstanbul Ekip,EFT,2024-01-31,6,2
Ankara Ekip,EFT,2024-01-31,6,1
Merkez Ekip,EFT,2024-01-31,7,3
İstanbul Ekip,EFT,2024-01-31,7,3
Ankara Ekip,EFT,2024-01-31,7,2
Merkez Ekip,EFT,2024-01-31,8,5
İstanbul Ekip,EFT,2024-01-31,8,8
Ankara Ekip,EFT,2024-01-31,8,5
Merkez Ekip,EFT,2024-01-31,9,28
İstanbul Ekip,EFT,2024-01-31,9,27
Ankara Ekip,EFT,2024-01-31,9,17
Merkez Ekip,EFT,2024-01-31,10,21
İstanbul Ekip,EFT,2024-01-31,10,12
Ankara Ekip,EFT,2024-01-31,10,7
Merkez Ekip,EFT,2024-01-31,11,20
İstanbul Ekip,EFT,2024-01-31,11,17
Ankara Ekip,EFT,2024-01-31,11,4
Merkez Ekip,EFT,2024-01-31,12,10
İstanbul Ekip,EFT,2024-01-31,12,7
Ankara Ekip,EFT,2024-01-31,12,4
Merkez Ekip,EFT,2024-01-31,13,1
İstanbul Ekip,EFT,2024-01-31,13,1
Ankara Ekip,EFT,2024-01-31,13,2
Merkez Ekip,EFT,2024-01-31,14,14
İstanbul Ekip,EFT,2024-01-31,14,4
Ankara Ekip,EFT,2024-01-31,14,4
Merkez Ekip,EFT,2024-01-31,15,16
İstanbul Ekip,EFT,2024-01-31,15,7
Ankara Ekip,EFT,2024-01-31,15,3
Merkez Ekip,EFT,2024-01-31,16,8
İstanbul Ekip,EFT,2024-01-31,16,15
Ankara Ekip,EFT,2024-01-31,16,4
Merkez Ekip,EFT,2024-01-31,17,8
İstanbul Ekip,EFT,2024-01-31,17,1
Ankara Ekip,EFT,2024-01-31,17,3
Merkez Ekip,EFT,2024-01-31,18,1
İstanbul Ekip,EFT,2024-01-31,18,3
Ankara Ekip,EFT,2024-01-31,18,2
İstanbul Ekip,EFT,2024-01-31,21,1
Merkez Ekip,EFT,2024-01-31,23,1
Merkez Ekip,EFT,2024-02-01,5,2
İstanbul Ekip,EFT,2024-02-01,5,1
Merkez Ekip,EFT,2024-02-01,7,3
İstanbul Ekip,EFT,2024-02-01,7,5
Ankara Ekip,EFT,2024-02-01,7,4
Merkez Ekip,EFT,2024-02-01,8,35
İstanbul Ekip,EFT,2024-02-01,8,20
Ankara Ekip,EFT,2024-02-01,8,13
Merkez Ekip,EFT,2024-02-01,9,16
İstanbul Ekip,EFT,2024-02-01,9,9
Ankara Ekip,EFT,2024-02-01,9,4
Merkez Ekip,EFT,2024-02-01,10,6
İstanbul Ekip,EFT,2024-02-01,10,5
Ankara Ekip,EFT,2024-02-01,10,1
Merkez Ekip,EFT,2024-02-01,11,20
İstanbul Ekip,EFT,2024-02-01,11,14
Ankara Ekip,EFT,2024-02-01,11,9
Merkez Ekip,EFT,2024-02-01,12,7
İstanbul Ekip,EFT,2024-02-01,12,5
Ankara Ekip,EFT,2024-02-01,12,2
Merkez Ekip,EFT,2024-02-01,13,33
İstanbul Ekip,EFT,2024-02-01,13,26
Ankara Ekip,EFT,2024-02-01,13,8
Merkez Ekip,EFT,2024-02-01,14,9
İstanbul Ekip,EFT,2024-02-01,14,4
Ankara Ekip,EFT,2024-02-01,14,4
Merkez Ekip,EFT,2024-02-01,15,6
İstanbul Ekip,EFT,2024-02-01,15,6
Merkez Ekip,EFT,2024-02-01,16,1
Merkez Ekip,EFT,2024-02-01,17,6
İstanbul Ekip,EFT,2024-02-01,17,3
Merkez Ekip,EFT,2024-02-01,18,5
İstanbul Ekip,EFT,2024-02-01,18,3
Merkez Ekip,EFT,2024-02-01,19,3
İstanbul Ekip,EFT,2024-02-01,19,1
Merkez Ekip,EFT,2024-02-01,20,1
Merkez Ekip,EFT,2024-02-02,1,3
Merkez Ekip,EFT,2024-02-02,6,2
Merkez Ekip,EFT,2024-02-02,7,2
İstanbul Ekip,EFT,2024-02-02,7,2
Ankara Ekip,EFT,2024-02-02,7,1
Merkez Ekip,EFT,2024-02-02,8,1
Ankara Ekip,EFT,2024-02-02,8,2
Merkez Ekip,EFT,2024-02-02,9,4
İstanbul Ekip,EFT,2024-02-02,9,3
Ankara Ekip,EFT,2024-02-02,9,1
Merkez Ekip,EFT,2024-02-02,10,7
İstanbul Ekip,EFT,2024-02-02,10,3
Ankara Ekip,EFT,2024-02-02,10,3
Merkez Ekip,EFT,2024-02-02,11,8
İstanbul Ekip,EFT,2024-02-02,11,5
Ankara Ekip,EFT,2024-02-02,11,1
Merkez Ekip,EFT,2024-02-02,12,7
İstanbul Ekip,EFT,2024-02-02,12,4
Ankara Ekip,EFT,2024-02-02,12,5
Merkez Ekip,EFT,2024-02-02,13,6
İstanbul Ekip,EFT,2024-02-02,13,2
Ankara Ekip,EFT,2024-02-02,13,3
Merkez Ekip,EFT,2024-02-02,14,3
İstanbul Ekip,EFT,2024-02-02,14,1
Merkez Ekip,EFT,2024-02-02,15,5
İstanbul Ekip,EFT,2024-02-02,15,5
Ankara Ekip,EFT,2024-02-02,15,4
Merkez Ekip,EFT,2024-02-02,16,1
Ankara Ekip,EFT,2024-02-02,16,5
Merkez Ekip,EFT,2024-02-02,17,5
İstanbul Ekip,EFT,2024-02-02,17,1
Ankara Ekip,EFT,2024-02-02,17,1
Merkez Ekip,EFT,2024-02-02,18,7
İstanbul Ekip,EFT,2024-02-02,18,6
Ankara Ekip,EFT,2024-02-02,18,7
Merkez Ekip,EFT,2024-02-02,19,1
İstanbul Ekip,EFT,2024-02-02,19,3
Merkez Ekip,EFT,2024-02-05,7,6
İstanbul Ekip,EFT,2024-02-05,7,8
Ankara Ekip,EFT,2024-02-05,7,1
Merkez Ekip,EFT,2024-02-05,8,6
İstanbul Ekip,EFT,2024-02-05,8,3
Ankara Ekip,EFT,2024-02-05,8,2
Merkez Ekip,EFT,2024-02-05,9,2
İstanbul Ekip,EFT,2024-02-05,9,1
Ankara Ekip,EFT,2024-02-05,9,2
Merkez Ekip,EFT,2024-02-05,10,5
İstanbul Ekip,EFT,2024-02-05,10,11
Ankara Ekip,EFT,2024-02-05,10,3
Merkez Ekip,EFT,2024-02-05,11,11
İstanbul Ekip,EFT,2024-02-05,11,5
Ankara Ekip,EFT,2024-02-05,11,5
Merkez Ekip,EFT,2024-02-05,12,2
Merkez Ekip,EFT,2024-02-05,13,9
İstanbul Ekip,EFT,2024-02-05,13,5
Ankara Ekip,EFT,2024-02-05,13,4
Merkez Ekip,EFT,2024-02-05,14,5
İstanbul Ekip,EFT,2024-02-05,14,3
Ankara Ekip,EFT,2024-02-05,14,3
Merkez Ekip,EFT,2024-02-05,15,27
İstanbul Ekip,EFT,2024-02-05,15,14
Ankara Ekip,EFT,2024-02-05,15,6
Merkez Ekip,EFT,2024-02-05,16,2
İstanbul Ekip,EFT,2024-02-05,16,1
Merkez Ekip,EFT,2024-02-05,17,12
İstanbul Ekip,EFT,2024-02-05,17,5
Ankara Ekip,EFT,2024-02-05,17,1
İstanbul Ekip,EFT,2024-02-05,19,1
Merkez Ekip,EFT,2024-02-05,21,1
İstanbul Ekip,EFT,2024-02-05,21,2
Merkez Ekip,EFT,2024-02-06,7,5
İstanbul Ekip,EFT,2024-02-06,7,5
Merkez Ekip,EFT,2024-02-06,8,16
İstanbul Ekip,EFT,2024-02-06,8,16
Ankara Ekip,EFT,2024-02-06,8,8
Merkez Ekip,EFT,2024-02-06,9,10
İstanbul Ekip,EFT,2024-02-06,9,7
Ankara Ekip,EFT,2024-02-06,9,3
Merkez Ekip,EFT,2024-02-06,10,11
İstanbul Ekip,EFT,2024-02-06,10,10
Ankara Ekip,EFT,2024-02-06,10,1
Merkez Ekip,EFT,2024-02-06,11,14
İstanbul Ekip,EFT,2024-02-06,11,8
Ankara Ekip,EFT,2024-02-06,11,6
Merkez Ekip,EFT,2024-02-06,12,18
İstanbul Ekip,EFT,2024-02-06,12,10
Ankara Ekip,EFT,2024-02-06,12,7
Merkez Ekip,EFT,2024-02-06,13,6
İstanbul Ekip,EFT,2024-02-06,13,6
Ankara Ekip,EFT,2024-02-06,13,3
Merkez Ekip,EFT,2024-02-06,14,3
İstanbul Ekip,EFT,2024-02-06,14,1
Ankara Ekip,EFT,2024-02-06,14,1
Merkez Ekip,EFT,2024-02-06,15,1
İstanbul Ekip,EFT,2024-02-06,15,3
Ankara Ekip,EFT,2024-02-06,15,3
Merkez Ekip,EFT,2024-02-06,16,6
İstanbul Ekip,EFT,2024-02-06,16,5
Ankara Ekip,EFT,2024-02-06,16,1
Merkez Ekip,EFT,2024-02-06,17,1
İstanbul Ekip,EFT,2024-02-06,17,2
Merkez Ekip,EFT,2024-02-06,18,1
İstanbul Ekip,EFT,2024-02-06,18,1
Ankara Ekip,EFT,2024-02-06,19,1
Merkez Ekip,EFT,2024-02-07,0,7
İstanbul Ekip,EFT,2024-02-07,0,10
Ankara Ekip,EFT,2024-02-07,0,5
Merkez Ekip,EFT,2024-02-07,1,1
İstanbul Ekip,EFT,2024-02-07,1,2
Ankara Ekip,EFT,2024-02-07,1,1
Merkez Ekip,EFT,2024-02-07,4,1
İstanbul Ekip,EFT,2024-02-07,4,1
Merkez Ekip,EFT,2024-02-07,7,3
İstanbul Ekip,EFT,2024-02-07,7,3
Ankara Ekip,EFT,2024-02-07,7,1
Merkez Ekip,EFT,2024-02-07,8,5
İstanbul Ekip,EFT,2024-02-07,8,6
Ankara Ekip,EFT,2024-02-07,8,4
Merkez Ekip,EFT,2024-02-07,9,20
İstanbul Ekip,EFT,2024-02-07,9,16
Ankara Ekip,EFT,2024-02-07,9,6
Merkez Ekip,EFT,2024-02-07,10,8
İstanbul Ekip,EFT,2024-02-07,10,3
Ankara Ekip,EFT,2024-02-07,10,8
Merkez Ekip,EFT,2024-02-07,11,15
İstanbul Ekip,EFT,2024-02-07,11,20
Ankara Ekip,EFT,2024-02-07,11,9
Merkez Ekip,EFT,2024-02-07,12,12
İstanbul Ekip,EFT,2024-02-07,12,10
Ankara Ekip,EFT,2024-02-07,12,5
Merkez Ekip,EFT,2024-02-07,13,9
İstanbul Ekip,EFT,2024-02-07,13,5
Ankara Ekip,EFT,2024-02-07,13,1
Merkez Ekip,EFT,2024-02-07,14,7
İstanbul Ekip,EFT,2024-02-07,14,11
Ankara Ekip,EFT,2024-02-07,14,3
Merkez Ekip,EFT,2024-02-07,15,20
İstanbul Ekip,EFT,2024-02-07,15,13
Ankara Ekip,EFT,2024-02-07,15,2
Merkez Ekip,EFT,2024-02-07,16,6
İstanbul Ekip,EFT,2024-02-07,16,7
Ankara Ekip,EFT,2024-02-07,16,1
Merkez Ekip,EFT,2024-02-07,18,8
İstanbul Ekip,EFT,2024-02-07,18,5
Ankara Ekip,EFT,2024-02-07,18,7
Merkez Ekip,EFT,2024-02-07,19,3
İstanbul Ekip,EFT,2024-02-07,19,2
Ankara Ekip,EFT,2024-02-07,19,1
Merkez Ekip,EFT,2024-02-07,20,1
İstanbul Ekip,EFT,2024-02-07,20,1
Merkez Ekip,EFT,2024-02-08,5,4
İstanbul Ekip,EFT,2024-02-08,5,1
Ankara Ekip,EFT,2024-02-08,5,1
Merkez Ekip,EFT,2024-02-08,6,1
Ankara Ekip,EFT,2024-02-08,6,1
Merkez Ekip,EFT,2024-02-08,7,19
İstanbul Ekip,EFT,2024-02-08,7,7
Ankara Ekip,EFT,2024-02-08,7,6
Merkez Ekip,EFT,2024-02-08,8,18
İstanbul Ekip,EFT,2024-02-08,8,18
Ankara Ekip,EFT,2024-02-08,8,11
Merkez Ekip,EFT,2024-02-08,9,13
İstanbul Ekip,EFT,2024-02-08,9,7
Ankara Ekip,EFT,2024-02-08,9,5
Merkez Ekip,EFT,2024-02-08,10,2
İstanbul Ekip,EFT,2024-02-08,10,6
Ankara Ekip,EFT,2024-02-08,10,4
Merkez Ekip,EFT,2024-02-08,11,4
İstanbul Ekip,EFT,2024-02-08,11,4
Ankara Ekip,EFT,2024-02-08,11,3
Merkez Ekip,EFT,2024-02-08,12,1
İstanbul Ekip,EFT,2024-02-08,12,4
Merkez Ekip,EFT,2024-02-08,13,6
İstanbul Ekip,EFT,2024-02-08,13,7
Ankara Ekip,EFT,2024-02-08,13,2
Merkez Ekip,EFT,2024-02-08,14,6
İstanbul Ekip,EFT,2024-02-08,14,7
Merkez Ekip,EFT,2024-02-08,15,10
İstanbul Ekip,EFT,2024-02-08,15,10
Ankara Ekip,EFT,2024-02-08,15,4
Merkez Ekip,EFT,2024-02-08,16,8
İstanbul Ekip,EFT,2024-02-08,16,6
Ankara Ekip,EFT,2024-02-08,16,4
Merkez Ekip,EFT,2024-02-08,17,6
İstanbul Ekip,EFT,2024-02-08,17,5
Ankara Ekip,EFT,2024-02-08,17,3
Merkez Ekip,EFT,2024-02-08,18,4
İstanbul Ekip,EFT,2024-02-08,18,3
Ankara Ekip,EFT,2024-02-08,18,3
İstanbul Ekip,EFT,2024-02-09,0,2
Merkez Ekip,EFT,2024-02-09,1,1
Merkez Ekip,EFT,2024-02-09,7,4
İstanbul Ekip,EFT,2024-02-09,7,8
Ankara Ekip,EFT,2024-02-09,7,4
Merkez Ekip,EFT,2024-02-09,8,6
İstanbul Ekip,EFT,2024-02-09,8,3
Ankara Ekip,EFT,2024-02-09,8,1
Merkez Ekip,EFT,2024-02-09,9,8
İstanbul Ekip,EFT,2024-02-09,9,6
Ankara Ekip,EFT,2024-02-09,9,5
Merkez Ekip,EFT,2024-02-09,10,1
İstanbul Ekip,EFT,2024-02-09,10,1
Ankara Ekip,EFT,2024-02-09,10,1
Merkez Ekip,EFT,2024-02-09,11,21
İstanbul Ekip,EFT,2024-02-09,11,15
Ankara Ekip,EFT,2024-02-09,11,12
Merkez Ekip,EFT,2024-02-09,12,7
İstanbul Ekip,EFT,2024-02-09,12,6
Ankara Ekip,EFT,2024-02-09,12,4
Merkez Ekip,EFT,2024-02-09,13,5
İstanbul Ekip,EFT,2024-02-09,13,3
Merkez Ekip,EFT,2024-02-09,14,1
İstanbul Ekip,EFT,2024-02-09,14,4
Merkez Ekip,EFT,2024-02-09,15,16
İstanbul Ekip,EFT,2024-02-09,15,10
Ankara Ekip,EFT,2024-02-09,15,5
Merkez Ekip,EFT,2024-02-09,16,1
Merkez Ekip,EFT,2024-02-09,17,1
Merkez Ekip,EFT,2024-02-09,18,13
İstanbul Ekip,EFT,2024-02-09,18,17
Ankara Ekip,EFT,2024-02-09,18,2
Merkez Ekip,EFT,2024-02-09,19,1
Merkez Ekip,EFT,2024-02-12,1,2
İstanbul Ekip,EFT,2024-02-12,1,1
Ankara Ekip,EFT,2024-02-12,1,1
Merkez Ekip,EFT,2024-02-12,2,1
İstanbul Ekip,EFT,2024-02-12,2,1
Merkez Ekip,EFT,2024-02-12,3,1
İstanbul Ekip,EFT,2024-02-12,3,1
Merkez Ekip,EFT,2024-02-12,7,1
İstanbul Ekip,EFT,2024-02-12,7,1
Merkez Ekip,EFT,2024-02-12,8,22
İstanbul Ekip,EFT,2024-02-12,8,13
Ankara Ekip,EFT,2024-02-12,8,13
Merkez Ekip,EFT,2024-02-12,9,7
İstanbul Ekip,EFT,2024-02-12,9,9
Ankara Ekip,EFT,2024-02-12,9,2
Merkez Ekip,EFT,2024-02-12,10,29
İstanbul Ekip,EFT,2024-02-12,10,18
Ankara Ekip,EFT,2024-02-12,10,11
Merkez Ekip,EFT,2024-02-12,11,11
İstanbul Ekip,EFT,2024-02-12,11,12
Ankara Ekip,EFT,2024-02-12,11,4
Merkez Ekip,EFT,2024-02-12,12,4
İstanbul Ekip,EFT,2024-02-12,12,5
Ankara Ekip,EFT,2024-02-12,12,1
Merkez Ekip,EFT,2024-02-12,13,10
